distance,generated_time,instantaneous_speed,latitude,longitude
1347.81,"2014-01-08 16:25:15",10.3916,-36.8588,174.764
1360.08,"2014-01-08 16:25:16",10.9725,-36.8589,174.763
1372.68,"2014-01-08 16:25:17",11.4954,-36.859,174.763
1399.53,"2014-01-08 16:25:19",12.8683,-36.8592,174.763
1414.99,"2014-01-08 16:25:20",13.6754,-36.8594,174.763
1449.01,"2014-01-08 16:25:22",15.4862,-36.8596,174.763
1482.77,"2014-01-08 16:25:24",16.1305,-36.8599,174.763
1498.76,"2014-01-08 16:25:25",15.8776,-36.86,174.763
1526.98,"2014-01-08 16:25:27",15.3248,-36.8603,174.763
1541.69,"2014-01-08 16:25:28",14.8846,-36.8604,174.763
1572.96,"2014-01-08 16:25:30",14.9092,-36.8607,174.763
1591.61,"2014-01-08 16:25:31",15.4271,-36.8608,174.763
1612.29,"2014-01-08 16:25:32",16.1411,-36.861,174.763
1651.68,"2014-01-08 16:25:34",18.4944,-36.8612,174.763
1673.55,"2014-01-08 16:25:35",19.384,-36.8614,174.764
1695.69,"2014-01-08 16:25:36",20.0629,-36.8616,174.764
1717.63,"2014-01-08 16:25:37",20.5988,-36.8618,174.764
1761.24,"2014-01-08 16:25:39",21.4027,-36.8621,174.764
1782.85,"2014-01-08 16:25:40",21.2325,-36.8623,174.764
1802.84,"2014-01-08 16:25:41",20.8174,-36.8624,174.764
1822.01,"2014-01-08 16:25:42",20.134,-36.8626,174.764
1841.18,"2014-01-08 16:25:43",19.4182,-36.8627,174.765
1877.65,"2014-01-08 16:25:45",19.3946,-36.863,174.765
1898.39,"2014-01-08 16:25:46",19.6011,-36.8631,174.765
1920.87,"2014-01-08 16:25:47",19.9889,-36.8633,174.765
1967.07,"2014-01-08 16:25:49",22.6423,-36.8635,174.766
1991.43,"2014-01-08 16:25:50",23.2772,-36.8637,174.766
2016.2,"2014-01-08 16:25:51",23.1066,-36.8638,174.766
2037.84,"2014-01-08 16:25:53",24.094,-36.8639,174.766
2085.31,"2014-01-08 16:25:54",22.6047,-36.8642,174.767
2130.25,"2014-01-08 16:25:56",22.9708,-36.8645,174.767
2151.65,"2014-01-08 16:25:58",22.4158,-36.8647,174.767
2193.58,"2014-01-08 16:25:59",21.2683,-36.865,174.767
2237.6,"2014-01-08 16:26:01",21.7033,-36.8654,174.767
2259.9,"2014-01-08 16:26:02",21.5574,-36.8656,174.767
2281.78,"2014-01-08 16:26:03",21.5191,-36.8658,174.768
2324.77,"2014-01-08 16:26:05",22.0654,-36.8661,174.768
2346.97,"2014-01-08 16:26:06",22.0084,-36.8663,174.768
2369.38,"2014-01-08 16:26:07",21.7169,-36.8665,174.768
2412.95,"2014-01-08 16:26:09",22.0665,-36.8669,174.768
2457.45,"2014-01-08 16:26:11",22.1968,-36.8673,174.768
2480.07,"2014-01-08 16:26:12",22.2906,-36.8674,174.768
2503.08,"2014-01-08 16:26:13",22.1594,-36.8676,174.768
2547.93,"2014-01-08 16:26:15",22.4467,-36.8679,174.769
2592.28,"2014-01-08 16:26:17",22.0576,-36.8682,174.769
2614.65,"2014-01-08 16:26:18",22.0993,-36.8683,174.769
2637.88,"2014-01-08 16:26:19",22.4077,-36.8685,174.77
2661.24,"2014-01-08 16:26:20",22.7934,-36.8686,174.77
2684.72,"2014-01-08 16:26:21",23.0321,-36.8687,174.77
2707.38,"2014-01-08 16:26:23",23.2287,-36.8689,174.77
2752.12,"2014-01-08 16:26:24",22.8258,-36.8691,174.77
2775.2,"2014-01-08 16:26:25",21.8722,-36.8692,174.771
2818.24,"2014-01-08 16:26:27",21.8972,-36.8695,174.771
2862.52,"2014-01-08 16:26:29",22.2332,-36.8698,174.771
2906.32,"2014-01-08 16:26:31",21.8467,-36.8701,174.772
2928.2,"2014-01-08 16:26:32",21.7885,-36.8702,174.772
2972.15,"2014-01-08 16:26:34",22.2715,-36.8705,174.772
2994.58,"2014-01-08 16:26:35",22.1622,-36.8707,174.772
3017.17,"2014-01-08 16:26:36",21.9557,-36.8708,174.773
3039.31,"2014-01-08 16:26:37",21.9845,-36.871,174.773
3061.46,"2014-01-08 16:26:38",22.3041,-36.8711,174.773
3106.9,"2014-01-08 16:26:40",22.2773,-36.8715,174.773
3151.28,"2014-01-08 16:26:42",22.3248,-36.8718,174.773
3151.28,"2014-01-08 16:26:43",22.3248,-36.8718,174.773
3195.76,"2014-01-08 16:26:44",21.6242,-36.872,174.774
3240.3,"2014-01-08 16:26:46",22.8979,-36.8723,174.774
3264.18,"2014-01-08 16:26:47",23.0987,-36.8724,174.774
3287.81,"2014-01-08 16:26:48",23.3928,-36.8726,174.775
3334.03,"2014-01-08 16:26:50",23.8044,-36.8728,174.775
3358.25,"2014-01-08 16:26:51",23.648,-36.8729,174.775
3381.56,"2014-01-08 16:26:52",23.303,-36.873,174.776
3404.62,"2014-01-08 16:26:53",23.0756,-36.8731,174.776
3427.62,"2014-01-08 16:26:54",22.8382,-36.8732,174.776
3495.28,"2014-01-08 16:26:57",23.0742,-36.8734,174.777
3516.38,"2014-01-08 16:26:58",20.5818,-36.8735,174.777
3559.28,"2014-01-08 16:27:00",21.7767,-36.8737,174.777
3581.89,"2014-01-08 16:27:01",21.2974,-36.8738,174.778
3603.47,"2014-01-08 16:27:02",21.3035,-36.8738,174.778
3624.96,"2014-01-08 16:27:03",22.3681,-36.8739,174.778
3673.66,"2014-01-08 16:27:05",23.4334,-36.8741,174.779
3698.53,"2014-01-08 16:27:06",23.7198,-36.8743,174.779
3723.41,"2014-01-08 16:27:07",24.1376,-36.8744,174.779
3748.69,"2014-01-08 16:27:08",24.1238,-36.8745,174.779
3796.88,"2014-01-08 16:27:10",24.1684,-36.8748,174.78
3821.04,"2014-01-08 16:27:11",23.9235,-36.8749,174.78
3869.79,"2014-01-08 16:27:13",24.0769,-36.8752,174.78
3919.38,"2014-01-08 16:27:15",24.7542,-36.8756,174.781
3970.03,"2014-01-08 16:27:17",24.821,-36.8759,174.781
3995.17,"2014-01-08 16:27:18",24.7162,-36.8761,174.781
4020.02,"2014-01-08 16:27:19",24.5734,-36.8763,174.781
4068.22,"2014-01-08 16:27:21",25.1583,-36.8767,174.782
4092.34,"2014-01-08 16:27:22",24.5597,-36.8768,174.782
4116.32,"2014-01-08 16:27:23",23.6859,-36.877,174.782
4163.01,"2014-01-08 16:27:25",23.1784,-36.8774,174.782
4209.25,"2014-01-08 16:27:27",23.1922,-36.8777,174.782
4232.54,"2014-01-08 16:27:29",23.2348,-36.8779,174.783
4280.53,"2014-01-08 16:27:30",24.3777,-36.8782,174.783
4306.42,"2014-01-08 16:27:31",24.2535,-36.8784,174.783
4331.42,"2014-01-08 16:27:32",24.0579,-36.8786,174.783
4354.91,"2014-01-08 16:27:34",24.8225,-36.8787,174.783
4406.26,"2014-01-08 16:27:35",25.1294,-36.8791,174.784
4431.51,"2014-01-08 16:27:36",25.0174,-36.8793,174.784
4456.36,"2014-01-08 16:27:37",24.8476,-36.8795,174.784
4479.74,"2014-01-08 16:27:39",25.2989,-36.8796,174.784
4530.77,"2014-01-08 16:27:41",23.2487,-36.88,174.785
4574.08,"2014-01-08 16:27:42",23.1283,-36.8803,174.785
4597.02,"2014-01-08 16:27:43",22.5804,-36.8805,174.785
4640.96,"2014-01-08 16:27:45",22.7899,-36.8808,174.785
4687.11,"2014-01-08 16:27:47",22.8591,-36.8811,174.786
4711.52,"2014-01-08 16:27:48",23.048,-36.8813,174.786
4737.26,"2014-01-08 16:27:50",22.8805,-36.8814,174.786
4787.39,"2014-01-08 16:27:51",26.2976,-36.8818,174.786
4816.55,"2014-01-08 16:27:52",26.7787,-36.882,174.787
4844.97,"2014-01-08 16:27:53",26.9798,-36.8822,174.787
4901.54,"2014-01-08 16:27:55",28.1999,-36.8826,174.787
4931.23,"2014-01-08 16:27:56",27.7567,-36.8828,174.787
4987.53,"2014-01-08 16:27:58",28.4082,-36.8832,174.788
5044.5,"2014-01-08 16:28:00",29.6998,-36.8836,174.788
5075.03,"2014-01-08 16:28:01",29.1393,-36.8838,174.789
5103.36,"2014-01-08 16:28:02",28.5059,-36.884,174.789
5130.06,"2014-01-08 16:28:04",29.0333,-36.8842,174.789
5187.84,"2014-01-08 16:28:05",28.0734,-36.8846,174.789
5243.69,"2014-01-08 16:28:07",28.3178,-36.8849,174.79
5271.75,"2014-01-08 16:28:09",28.3297,-36.8851,174.79
5327.12,"2014-01-08 16:28:11",27.3235,-36.8854,174.79
5353.9,"2014-01-08 16:28:12",27.0406,-36.8856,174.791
5409.05,"2014-01-08 16:28:14",27.1144,-36.8859,174.791
5462.87,"2014-01-08 16:28:16",27.8059,-36.8862,174.792
5490.5,"2014-01-08 16:28:17",27.5747,-36.8863,174.792
5517.32,"2014-01-08 16:28:18",27.1344,-36.8865,174.792
5543.8,"2014-01-08 16:28:19",26.7866,-36.8866,174.792
5570.33,"2014-01-08 16:28:20",26.497,-36.8867,174.793
5597.77,"2014-01-08 16:28:21",25.5343,-36.8869,174.793
5648.55,"2014-01-08 16:28:23",26.5343,-36.8871,174.793
5675.64,"2014-01-08 16:28:24",26.5057,-36.8872,174.794
5701.94,"2014-01-08 16:28:25",26.3177,-36.8874,174.794
5728.03,"2014-01-08 16:28:26",26.1164,-36.8875,174.794
5754,"2014-01-08 16:28:27",25.8199,-36.8876,174.794
5781.85,"2014-01-08 16:28:28",24.4549,-36.8877,174.795
5803.06,"2014-01-08 16:28:30",26.3002,-36.8878,174.795
5858.35,"2014-01-08 16:28:31",25.7301,-36.888,174.795
5885.95,"2014-01-08 16:28:32",23.622,-36.8881,174.796
5931.59,"2014-01-08 16:28:34",25.964,-36.8883,174.796
5957.98,"2014-01-08 16:28:35",24.5454,-36.8885,174.796
6000.54,"2014-01-08 16:28:37",23.2379,-36.8886,174.797
6050.02,"2014-01-08 16:28:39",24.2776,-36.8889,174.797
6109.16,"2014-01-08 16:28:41",27.6825,-36.8892,174.798
6139.86,"2014-01-08 16:28:42",28.1793,-36.8894,174.798
6169.45,"2014-01-08 16:28:43",27.8685,-36.8896,174.798
6197.01,"2014-01-08 16:28:44",27.2476,-36.8897,174.799
6248.92,"2014-01-08 16:28:46",27.0315,-36.8901,174.799
6274.19,"2014-01-08 16:28:47",26.4691,-36.8902,174.799
6321.73,"2014-01-08 16:28:49",25.8122,-36.8905,174.8
6321.73,"2014-01-08 16:28:50",25.8122,-36.8905,174.8
6369.27,"2014-01-08 16:28:51",24.136,-36.8908,174.8
6417.99,"2014-01-08 16:28:53",25.1654,-36.8911,174.8
6444.74,"2014-01-08 16:28:54",24.8514,-36.8912,174.801
6495.05,"2014-01-08 16:28:56",25.1075,-36.8915,174.801
6545.72,"2014-01-08 16:28:58",24.6514,-36.8918,174.802
6568.58,"2014-01-08 16:29:00",25.282,-36.8919,174.802
6619.68,"2014-01-08 16:29:01",24.783,-36.8922,174.802
6644.97,"2014-01-08 16:29:02",24.4758,-36.8923,174.802
6692.68,"2014-01-08 16:29:04",25.3183,-36.8926,174.803
6718.41,"2014-01-08 16:29:05",25.4433,-36.8927,174.803
6743.85,"2014-01-08 16:29:06",25.1145,-36.8928,174.803
6793.97,"2014-01-08 16:29:08",24.076,-36.8931,174.804
6816.74,"2014-01-08 16:29:10",24.73,-36.8932,174.804
6893.49,"2014-01-08 16:29:12",25.545,-36.8937,174.805
6920.21,"2014-01-08 16:29:13",25.294,-36.8938,174.805
6945.57,"2014-01-08 16:29:14",25.3917,-36.894,174.805
6970.29,"2014-01-08 16:29:15",26.2302,-36.8942,174.805
7025.18,"2014-01-08 16:29:17",25.9418,-36.8945,174.806
7077.03,"2014-01-08 16:29:19",26.16,-36.8948,174.806
7103.43,"2014-01-08 16:29:20",26.0536,-36.895,174.806
7129.74,"2014-01-08 16:29:21",26.0953,-36.8952,174.807
7156.5,"2014-01-08 16:29:22",25.9963,-36.8954,174.807
7209.58,"2014-01-08 16:29:24",27.0233,-36.8958,174.807
7237,"2014-01-08 16:29:25",26.8652,-36.896,174.807
7264.23,"2014-01-08 16:29:26",26.7761,-36.8962,174.807
7317.64,"2014-01-08 16:29:28",27.5582,-36.8966,174.808
7346.45,"2014-01-08 16:29:29",27.4534,-36.8969,174.808
7374.37,"2014-01-08 16:29:30",27.0988,-36.8971,174.808
7428.32,"2014-01-08 16:29:32",26.1071,-36.8975,174.808
7479.4,"2014-01-08 16:29:34",26.5102,-36.898,174.808
7505.57,"2014-01-08 16:29:35",26.3388,-36.8982,174.808
7557.47,"2014-01-08 16:29:37",26.7333,-36.8986,174.809
7584.09,"2014-01-08 16:29:38",26.209,-36.8988,174.809
7610.07,"2014-01-08 16:29:39",25.5149,-36.8991,174.809
7634.68,"2014-01-08 16:29:40",25.5466,-36.8993,174.809
7685.89,"2014-01-08 16:29:42",25.4,-36.8997,174.809
7737.55,"2014-01-08 16:29:44",25.4364,-36.9001,174.809
7762.59,"2014-01-08 16:29:45",26.0267,-36.9003,174.809
7815.68,"2014-01-08 16:29:47",25.9843,-36.9008,174.81
7841.95,"2014-01-08 16:29:48",25.6483,-36.901,174.81
7894.52,"2014-01-08 16:29:50",25.9845,-36.9014,174.81
7947.14,"2014-01-08 16:29:52",26.8404,-36.9019,174.81
7974.05,"2014-01-08 16:29:53",26.7426,-36.9021,174.81
8026.7,"2014-01-08 16:29:55",26.3908,-36.9025,174.811
8052.86,"2014-01-08 16:29:56",25.635,-36.9027,174.811
8104.57,"2014-01-08 16:29:58",25.7965,-36.9031,174.811
8157.18,"2014-01-08 16:30:00",26.0992,-36.9035,174.811
8212.53,"2014-01-08 16:30:02",26.629,-36.9039,174.812
8238.92,"2014-01-08 16:30:03",26.4228,-36.904,174.812
8290.73,"2014-01-08 16:30:05",27.0311,-36.9044,174.813
8317.42,"2014-01-08 16:30:06",26.4195,-36.9045,174.813
8342.65,"2014-01-08 16:30:07",25.5597,-36.9046,174.813
8366.91,"2014-01-08 16:30:08",24.9211,-36.9048,174.813
8415.88,"2014-01-08 16:30:10",24.1601,-36.905,174.814
8463.9,"2014-01-08 16:30:12",24.8409,-36.9052,174.814
8487.96,"2014-01-08 16:30:13",24.4583,-36.9053,174.814
8511.6,"2014-01-08 16:30:14",23.3926,-36.9054,174.815
8532.61,"2014-01-08 16:30:15",23.0183,-36.9055,174.815
8576.4,"2014-01-08 16:30:17",21.3836,-36.9057,174.815
8618.47,"2014-01-08 16:30:19",21.4744,-36.9058,174.816
8640.07,"2014-01-08 16:30:20",21.2153,-36.9059,174.816
8683.94,"2014-01-08 16:30:22",21.0582,-36.9061,174.816
8705.94,"2014-01-08 16:30:23",20.4995,-36.9061,174.817
8747.87,"2014-01-08 16:30:25",22.3976,-36.9063,174.817
8771.16,"2014-01-08 16:30:26",22.0579,-36.9064,174.817
8815.4,"2014-01-08 16:30:28",22.4643,-36.9066,174.818
8861.31,"2014-01-08 16:30:30",22.5993,-36.9068,174.818
8885.28,"2014-01-08 16:30:31",22.2692,-36.9069,174.818
8931.5,"2014-01-08 16:30:33",23.4042,-36.9071,174.819
8955.75,"2014-01-08 16:30:34",23.6737,-36.9073,174.819
8979.82,"2014-01-08 16:30:35",23.682,-36.9074,174.819
9005.22,"2014-01-08 16:30:36",22.6416,-36.9076,174.819
9049.86,"2014-01-08 16:30:38",23.8872,-36.9079,174.82
9098.41,"2014-01-08 16:30:40",24.2871,-36.9083,174.82
9122.75,"2014-01-08 16:30:41",22.6958,-36.9084,174.82
9164.07,"2014-01-08 16:30:43",21.9307,-36.9088,174.82
9185.11,"2014-01-08 16:30:44",20.7912,-36.9089,174.821
9202.48,"2014-01-08 16:30:45",21.142,-36.9091,174.821
9243.62,"2014-01-08 16:30:47",19.9513,-36.9094,174.821
9279.83,"2014-01-08 16:30:49",19.2113,-36.9097,174.821
9298.23,"2014-01-08 16:30:50",18.4654,-36.9098,174.821
9315.63,"2014-01-08 16:30:51",17.9075,-36.9099,174.821
9333.99,"2014-01-08 16:30:52",16.9877,-36.9101,174.821
9369.96,"2014-01-08 16:30:54",18.8275,-36.9104,174.822
9389.64,"2014-01-08 16:30:55",19.5839,-36.9105,174.822
9430.21,"2014-01-08 16:30:57",19.4491,-36.9108,174.822
9474.06,"2014-01-08 16:30:59",19.851,-36.9112,174.822
9494.49,"2014-01-08 16:31:00",20.842,-36.9113,174.822
9539.77,"2014-01-08 16:31:02",22.0903,-36.9117,174.823
9561.24,"2014-01-08 16:31:03",21.6045,-36.9119,174.823
9601.7,"2014-01-08 16:31:05",22.1261,-36.9122,174.823
9643.2,"2014-01-08 16:31:07",20.8696,-36.9125,174.823
9661.83,"2014-01-08 16:31:08",19.7376,-36.9126,174.823
9681.32,"2014-01-08 16:31:09",18.0085,-36.9128,174.823
9698.13,"2014-01-08 16:31:11",18.2012,-36.9129,174.823
9738.8,"2014-01-08 16:31:12",20.403,-36.9132,174.824
9761.76,"2014-01-08 16:31:13",21.1793,-36.9134,174.824
9785.81,"2014-01-08 16:31:14",21.2786,-36.9135,174.824
9807.42,"2014-01-08 16:31:16",22.1419,-36.9137,174.824
9851.98,"2014-01-08 16:31:17",20.7835,-36.914,174.825
9892.33,"2014-01-08 16:31:19",20.7825,-36.9142,174.825
9912.2,"2014-01-08 16:31:20",20.2387,-36.9143,174.825
9951.23,"2014-01-08 16:31:22",19.6815,-36.9145,174.826
9970.99,"2014-01-08 16:31:23",19.2789,-36.9146,174.826
10010.6,"2014-01-08 16:31:25",18.8489,-36.9147,174.826
10047.3,"2014-01-08 16:31:27",19.6703,-36.9149,174.826
10067.5,"2014-01-08 16:31:28",19.5196,-36.9149,174.827
10086.9,"2014-01-08 16:31:29",19.1364,-36.915,174.827
10106,"2014-01-08 16:31:30",19.0027,-36.9151,174.827
10144.2,"2014-01-08 16:31:32",18.8042,-36.9152,174.827
10181.7,"2014-01-08 16:31:34",19.2754,-36.9153,174.828
10200.1,"2014-01-08 16:31:36",19.1086,-36.9153,174.828
10249.6,"2014-01-08 16:31:38",16.415,-36.9154,174.829
10286.2,"2014-01-08 16:31:40",17.7442,-36.9154,174.829
10286.2,"2014-01-08 16:31:41",17.7442,-36.9154,174.829
10352.9,"2014-01-08 16:31:43",20.3898,-36.9156,174.83
10393.3,"2014-01-08 16:31:45",21.1476,-36.9157,174.83
10393.3,"2014-01-08 16:31:46",21.1476,-36.9157,174.83
10436.8,"2014-01-08 16:31:47",20.82,-36.9159,174.831
10481.3,"2014-01-08 16:31:49",21.2972,-36.916,174.831
10503.4,"2014-01-08 16:31:50",21.0866,-36.916,174.831
10546.6,"2014-01-08 16:31:52",21.7017,-36.9161,174.832
10587.8,"2014-01-08 16:31:54",21.6436,-36.9162,174.832
10608.6,"2014-01-08 16:31:55",21.3437,-36.9162,174.833
10629.6,"2014-01-08 16:31:56",20.2246,-36.9163,174.833
10667.2,"2014-01-08 16:31:58",19.3892,-36.9163,174.833
10705.6,"2014-01-08 16:32:00",19.5628,-36.9163,174.834
10724.8,"2014-01-08 16:32:01",19.8169,-36.9163,174.834
10765.1,"2014-01-08 16:32:03",18.9498,-36.9162,174.834
10804.5,"2014-01-08 16:32:05",20.0404,-36.916,174.835
10826,"2014-01-08 16:32:06",19.578,-36.9159,174.835
10866.3,"2014-01-08 16:32:08",19.7307,-36.9157,174.835
10903.9,"2014-01-08 16:32:10",19.6878,-36.9156,174.836
10925.5,"2014-01-08 16:32:11",18.6489,-36.9155,174.836
10965.2,"2014-01-08 16:32:13",20.377,-36.9155,174.836
10986.9,"2014-01-08 16:32:14",20.2181,-36.9155,174.837
11026.9,"2014-01-08 16:32:16",20.371,-36.9156,174.837
11046.6,"2014-01-08 16:32:17",19.9904,-36.9157,174.837
11084.5,"2014-01-08 16:32:19",18.95,-36.9158,174.838
11102.4,"2014-01-08 16:32:20",17.9621,-36.9158,174.838
11120,"2014-01-08 16:32:21",17.1943,-36.9158,174.838
11154.3,"2014-01-08 16:32:23",17.6909,-36.9158,174.838
11189.7,"2014-01-08 16:32:25",17.9501,-36.9157,174.839
11207.2,"2014-01-08 16:32:26",17.1301,-36.9157,174.839
11223.4,"2014-01-08 16:32:27",16.0876,-36.9157,174.839
11238.5,"2014-01-08 16:32:28",15.4916,-36.9156,174.839
11267.7,"2014-01-08 16:32:30",15.5582,-36.9156,174.84
11283,"2014-01-08 16:32:31",15.7292,-36.9156,174.84
11314.5,"2014-01-08 16:32:33",15.3344,-36.9155,174.84
11344.2,"2014-01-08 16:32:35",15.4023,-36.9154,174.84
11360,"2014-01-08 16:32:36",14.1257,-36.9154,174.841
11372.3,"2014-01-08 16:32:37",14.1827,-36.9154,174.841
11402,"2014-01-08 16:32:39",14.9758,-36.9153,174.841
11418.5,"2014-01-08 16:32:40",15.0443,-36.9153,174.841
11433.8,"2014-01-08 16:32:41",15.9153,-36.9153,174.841
11468.2,"2014-01-08 16:32:43",16.4956,-36.9152,174.842
11484.7,"2014-01-08 16:32:44",16.3652,-36.9152,174.842
11502.1,"2014-01-08 16:32:45",15.5422,-36.9151,174.842
11516,"2014-01-08 16:32:46",16.2021,-36.9151,174.842
11548.9,"2014-01-08 16:32:48",16.4305,-36.9151,174.843
11564,"2014-01-08 16:32:49",15.7806,-36.9151,174.843
11577.3,"2014-01-08 16:32:50",14.3468,-36.9151,174.843
11587.1,"2014-01-08 16:32:51",12.3781,-36.9151,174.843
11599.9,"2014-01-08 16:32:53",7.95587,-36.9151,174.843
11607.9,"2014-01-08 16:32:55",5.36579,-36.9151,174.843
11607.9,"2014-01-08 16:32:56",4.48644,-36.9151,174.843
11614.5,"2014-01-08 16:32:57",3.90261,-36.9151,174.843
11614.5,"2014-01-08 16:32:58",3.4765,-36.9151,174.843
11621.7,"2014-01-08 16:33:00",2.61499,-36.9152,174.843
11621.7,"2014-01-08 16:33:01",2.13323,-36.9152,174.843
11621.7,"2014-01-08 16:33:02",1.76036,-36.9152,174.844
11625.7,"2014-01-08 16:33:03",1.47901,-36.9152,174.844
11625.7,"2014-01-08 16:33:05",0.800266,-36.9152,174.844
11625.7,"2014-01-08 16:33:06",0.57812,-36.9152,174.844
11625.7,"2014-01-08 16:33:07",1.15733,-36.9152,174.843
11631,"2014-01-08 16:33:08",1.53011,-36.9152,174.843
11631,"2014-01-08 16:33:10",1.02075,-36.9152,174.843
11631,"2014-01-08 16:33:12",0.557565,-36.9152,174.843
11631,"2014-01-08 16:33:13",0.317166,-36.9152,174.843
11631,"2014-01-08 16:33:15",0.139601,-36.9152,174.843
11631,"2014-01-08 16:33:16",0.132439,-36.9152,174.843
11637.6,"2014-01-08 16:33:18",2.85011,-36.9152,174.844
11654,"2014-01-08 16:33:20",6.54093,-36.9152,174.844
11664.1,"2014-01-08 16:33:21",8.04201,-36.9152,174.844
11674.6,"2014-01-08 16:33:22",8.96923,-36.9152,174.844
11685.3,"2014-01-08 16:33:23",9.51808,-36.9153,174.844
11706.1,"2014-01-08 16:33:25",10.6247,-36.9153,174.844
11718.3,"2014-01-08 16:33:26",10.7243,-36.9153,174.844
11742.3,"2014-01-08 16:33:28",11.6684,-36.9153,174.845
11755.5,"2014-01-08 16:33:29",12.2592,-36.9153,174.845
11782.7,"2014-01-08 16:33:31",13.27,-36.9153,174.845
11796.7,"2014-01-08 16:33:32",13.0837,-36.9153,174.845
11810,"2014-01-08 16:33:33",12.9374,-36.9153,174.845
11836.5,"2014-01-08 16:33:35",13.6839,-36.9152,174.846
11862.2,"2014-01-08 16:33:37",13.0368,-36.9152,174.846
11862.2,"2014-01-08 16:33:39",13.0368,-36.9152,174.846
11900.4,"2014-01-08 16:33:40",12.478,-36.9151,174.846
11927.8,"2014-01-08 16:33:42",13.5329,-36.915,174.847
11943,"2014-01-08 16:33:43",13.899,-36.9149,174.847
11958.4,"2014-01-08 16:33:44",14.4408,-36.9149,174.847
11990.5,"2014-01-08 16:33:46",15.7531,-36.9148,174.847
12008.1,"2014-01-08 16:33:47",15.8318,-36.9147,174.848
12023.6,"2014-01-08 16:33:49",16.8559,-36.9147,174.848
12059.8,"2014-01-08 16:33:50",17.3371,-36.9146,174.848
12095.6,"2014-01-08 16:33:52",18.2109,-36.9145,174.849
12113.6,"2014-01-08 16:33:53",17.8638,-36.9145,174.849
12130.4,"2014-01-08 16:33:54",17.3564,-36.9144,174.849
12146.4,"2014-01-08 16:33:55",16.7267,-36.9144,174.849
12163.1,"2014-01-08 16:33:56",15.8893,-36.9144,174.849
12193.6,"2014-01-08 16:33:58",15.8001,-36.9143,174.85
12193.6,"2014-01-08 16:33:59",15.8001,-36.9143,174.85
12237.4,"2014-01-08 16:34:01",15.1375,-36.9143,174.85
12253.3,"2014-01-08 16:34:02",14.9917,-36.9143,174.85
12282,"2014-01-08 16:34:04",14.7567,-36.9143,174.851
12296.4,"2014-01-08 16:34:05",14.2056,-36.9143,174.851
12321.9,"2014-01-08 16:34:07",13.5946,-36.9142,174.851
12348.9,"2014-01-08 16:34:09",13.4076,-36.9141,174.851
12363.2,"2014-01-08 16:34:10",13.2172,-36.914,174.851
12390.4,"2014-01-08 16:34:12",13.7607,-36.9139,174.852
12405.1,"2014-01-08 16:34:13",13.349,-36.9138,174.852
12418,"2014-01-08 16:34:14",13.6906,-36.9137,174.852
12446.6,"2014-01-08 16:34:16",14.5015,-36.9135,174.852
12462.1,"2014-01-08 16:34:17",14.2235,-36.9134,174.852
12490.1,"2014-01-08 16:34:19",14.4277,-36.9131,174.852
12504.4,"2014-01-08 16:34:20",13.7098,-36.913,174.852
12516.9,"2014-01-08 16:34:21",13.1684,-36.9129,174.852
12539.7,"2014-01-08 16:34:23",12.048,-36.9127,174.852
12549.2,"2014-01-08 16:34:24",10.9294,-36.9126,174.852
12563.8,"2014-01-08 16:34:26",8.21403,-36.9125,174.852
12572,"2014-01-08 16:34:28",5.50923,-36.9124,174.852
12576.7,"2014-01-08 16:34:29",4.87443,-36.9124,174.852
12576.7,"2014-01-08 16:34:30",4.07396,-36.9123,174.852
12583.5,"2014-01-08 16:34:32",2.92751,-36.9123,174.852
12583.5,"2014-01-08 16:34:34",2.68669,-36.9123,174.852
12594.4,"2014-01-08 16:34:36",2.99253,-36.9122,174.852
12594.4,"2014-01-08 16:34:37",3.27761,-36.9122,174.852
12603.3,"2014-01-08 16:34:38",3.73544,-36.9121,174.852
12603.3,"2014-01-08 16:34:39",4.69233,-36.9121,174.852
12626.7,"2014-01-08 16:34:41",6.60885,-36.9119,174.853
12646.6,"2014-01-08 16:34:43",8.32616,-36.9118,174.853
12657.7,"2014-01-08 16:34:44",9.13029,-36.9117,174.853
12682.2,"2014-01-08 16:34:46",10.6561,-36.9115,174.853
12706.3,"2014-01-08 16:34:48",11.6586,-36.9113,174.853
12719.7,"2014-01-08 16:34:49",12.112,-36.9113,174.853
12733.4,"2014-01-08 16:34:50",12.274,-36.9112,174.853
12760.2,"2014-01-08 16:34:52",12.7345,-36.9111,174.854
12773.1,"2014-01-08 16:34:53",12.6982,-36.9111,174.854
12786.3,"2014-01-08 16:34:54",12.3917,-36.911,174.854
12810.8,"2014-01-08 16:34:56",12.3012,-36.911,174.854
12837.9,"2014-01-08 16:34:58",13.4565,-36.9109,174.854
12852.9,"2014-01-08 16:34:59",13.7163,-36.9109,174.855
12883.5,"2014-01-08 16:35:01",15.0463,-36.911,174.855
12900.1,"2014-01-08 16:35:02",15.3849,-36.911,174.855
12916.1,"2014-01-08 16:35:03",15.5282,-36.9111,174.855
12932.5,"2014-01-08 16:35:04",15.3565,-36.9111,174.855
12964.9,"2014-01-08 16:35:06",15.8297,-36.9112,174.856
12999.2,"2014-01-08 16:35:08",17.0073,-36.9114,174.856
13017,"2014-01-08 16:35:09",17.2666,-36.9114,174.856
13034.8,"2014-01-08 16:35:10",17.35,-36.9115,174.856
13069.7,"2014-01-08 16:35:12",17.4377,-36.9116,174.857
